city,route_id,line_local,line_en,operator,operator_source,technology,legal_class,mode,n_stations,is_loop,length_km_greatcircle,in_vehicle_min_sum,commercial_speed_proxy_kmh,trains_per_hour,headway_min,headway_source,constant_fill_share,speed_proxy_reliable,T1_uitp_line_criteria,T2_designated_urban_system,T3_scope,T3_basis,fare_flag,verdict,shares_line_with_routes,name_source,assignment_confidence,amap_line_id,note,technology_source,train_formation,capacity_per_train,capacity_class_national
Ningbo,3,3号线,Line 3,宁波轨道交通集团 / Ningbo Rail Transit Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,24,False,72.3,112.0,38.8,5.64,10.6,press_quoted_operator_notice,0.0,True,pass,pass,urban,trunk is 地铁; CAMET counts only the 21.53 km 宁奉 tail as 市域快轨,,include,,Amap topology match 2026-08-21,high,900000067955,CAMET 2025 counts only the 21.53 km 宁奉 tail as 市域快轨 and the rest as 地铁; classified on the trunk,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Ningbo,4,4号线,Line 4,宁波轨道交通集团 / Ningbo Rail Transit Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,27,False,74.6,128.0,35.0,8.09,7.4,press_quoted_operator_notice,0.0,True,pass,pass,urban,speed proxy 35 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000067964,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Ningbo,5,5号线,Line 5,宁波轨道交通集团 / Ningbo Rail Transit Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,27,False,69.4,126.0,33.0,8.5,7.1,press_quoted_operator_notice,0.0,True,pass,pass,urban,speed proxy 33 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000071573,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Ningbo,6,8号线,Line 8,宁波轨道交通集团 / Ningbo Rail Transit Group,inferred: every CPTOND-2025 company record among the city's metro routes in the file names this operator (line absent from CPTOND),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,19,False,44.9,80.0,33.7,6.53,9.2,press_quoted_operator_notice,0.0,True,pass,pass,urban,speed proxy 34 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000164407,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Ningbo,7,轨道交通7号线,轨道交通7号线,,,steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,25,False,74.9,123.0,36.6,6.55,9.2,amap_interval_band (additions.py,,True,pass,pass,urban,speed proxy 37 km/h at or below 60,,include,,Amap topology match 2026-08-21,v2 rebuild (Amap station sequences),,v2 addition (Ningbo Line 7 (轨道交通7号线)),"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Qingdao,1,1号线,Line 1,青岛地铁集团 / Qingdao Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,41,False,115.0,190.0,36.3,8.24,7.3,press_quoted_operator_notice,0.012,True,pass,pass,urban,speed proxy 36 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000073472,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Qingdao,2,2号线,Line 2,青岛地铁集团 / Qingdao Metro Group,CPTOND-2025 company_cn via Amap line id (Wang et al. 2026),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,25,False,53.6,104.0,30.9,8.94,6.7,press_quoted_operator_notice,0.033,True,pass,pass,urban,speed proxy 31 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000030291,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Qingdao,3,3号线,Line 3,青岛地铁集团 / Qingdao Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,22,False,46.8,92.0,30.5,8.65,6.9,press_quoted_operator_notice,0.036,True,pass,pass,urban,speed proxy 31 km/h at or below 60,,include,7,Amap topology match 2026-08-21,high,900000030289,"same line name as route(s) 7: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Qingdao,4,4号线,Line 4,青岛地铁集团 / Qingdao Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,25,False,58.1,102.0,34.2,7.4,8.1,press_quoted_operator_notice,0.058,True,pass,pass,urban,speed proxy 34 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000071917,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Qingdao,5,6号线,Line 6,青岛地铁集团 / Qingdao Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,21,False,57.5,96.0,35.9,4.13,14.5,press_quoted_operator_notice,0.041,True,pass,pass,urban,speed proxy 36 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000156786,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Qingdao,6,8号线,Line 8,青岛地铁集团 / Qingdao Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel urban express (市域快速轨道系统),城市轨道交通: 市域快速轨道系统 (GB/T 44413-2024 Table 4 row 9),suburban / regional express,11,False,82.0,84.0,58.5,4.52,13.3,press_quoted_operator_notice,0.022,True,pass,pass,metropolitan (Tier B),designated 市域 / regional line,,"include as Tier B (metropolitan scope), report in sensitivity sample",,Amap topology match 2026-08-21,high,900000154759,CAMET 2025 lists three 市域快轨 lines for Qingdao (176.80 km): 8号线 together with 蓝谷快线 and 西海岸快线,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 or 中运能 (GB/T Table 2 permits both)
Qingdao,7,3号线,Line 3,青岛地铁集团 / Qingdao Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,8,False,27.3,28.0,58.4,8.64,6.9,press_quoted_operator_notice,0.0,True,pass,pass,urban,speed proxy 58 km/h at or below 60,,include,3,Amap topology match 2026-08-21,low,900000030289,"same line name as route(s) 3: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Qingdao,8,蓝谷快线,Blue Valley Express (Line 11),青岛地铁集团 / Qingdao Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel urban express (市域快速轨道系统),城市轨道交通: 市域快速轨道系统 (GB/T 44413-2024 Table 4 row 9),suburban / regional express,21,False,105.5,114.0,55.5,5.59,10.7,press_quoted_operator_notice,0.027,True,pass,pass,metropolitan (Tier B),designated 市域 / regional line,,"include as Tier B (metropolitan scope), report in sensitivity sample",,Amap topology match 2026-08-21,high,900000071655,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 or 中运能 (GB/T Table 2 permits both)
Qingdao,9,西海岸快线,West Coast Express (Line 13),青岛地铁集团 / Qingdao Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel urban express (市域快速轨道系统),城市轨道交通: 市域快速轨道系统 (GB/T 44413-2024 Table 4 row 9),suburban / regional express,23,False,130.9,152.0,51.7,2.87,20.9,press_quoted_operator_notice,0.029,True,pass,pass,metropolitan (Tier B),designated 市域 / regional line,,"include as Tier B (metropolitan scope), report in sensitivity sample",,Amap topology match 2026-08-21,high,900000071736,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 or 中运能 (GB/T Table 2 permits both)
Sapporo,1,南北線,Namboku Line,Sapporo City Transportation Bureau (札幌市交通局),,rubber-tyred metro with central guide rail,鉄道事業法 第一種鉄道事業; 都市高速鉄道 (都市計画法); MLIT 地下鉄事業者,metro,16,False,28.0,55.8,30.1,8.89,6.7,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 30 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,timetable feed is GTFS version 1.000 with calendar 2020-01-01 to 2020-12-31 (2020 timetable); the network has not changed since 1999,"札幌市交通局, 地下鉄（高速電車）の概要, https://www.city.sapporo.jp/st/subway/gaiyo/gaiyo.html (中央案内軌条式鉄道: 案内軌条をゴムタイヤにより両側を挟み操行するとともに、走行輪にもゴムタイヤを使用した鉄道. All three lines share the system. Namboku 12.1 km 16 stations, Tozai 14.3 km 19 stations, Toho 13.6 km 14 stations) [accessed 2026-09-10]",,,
Sapporo,2,東西線,Tozai Line,Sapporo City Transportation Bureau (札幌市交通局),,rubber-tyred metro with central guide rail,鉄道事業法 第一種鉄道事業; 都市高速鉄道 (都市計画法); MLIT 地下鉄事業者,metro,19,False,38.8,70.1,33.2,8.79,6.8,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 33 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,,"札幌市交通局, 地下鉄（高速電車）の概要, https://www.city.sapporo.jp/st/subway/gaiyo/gaiyo.html (中央案内軌条式鉄道: 案内軌条をゴムタイヤにより両側を挟み操行するとともに、走行輪にもゴムタイヤを使用した鉄道. All three lines share the system. Namboku 12.1 km 16 stations, Tozai 14.3 km 19 stations, Toho 13.6 km 14 stations) [accessed 2026-09-10]",,,
Sapporo,3,東豊線,Toho Line,Sapporo City Transportation Bureau (札幌市交通局),,rubber-tyred metro with central guide rail,鉄道事業法 第一種鉄道事業; 都市高速鉄道 (都市計画法); MLIT 地下鉄事業者,metro,14,False,26.2,50.5,31.1,8.26,7.3,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 31 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,,"札幌市交通局, 地下鉄（高速電車）の概要, https://www.city.sapporo.jp/st/subway/gaiyo/gaiyo.html (中央案内軌条式鉄道: 案内軌条をゴムタイヤにより両側を挟み操行するとともに、走行輪にもゴムタイヤを使用した鉄道. All three lines share the system. Namboku 12.1 km 16 stations, Tozai 14.3 km 19 stations, Toho 13.6 km 14 stations) [accessed 2026-09-10]",,,
Sendai,1,南北線,Namboku Line,Sendai City Transportation Bureau (仙台市交通局),,steel-wheel metro,鉄道事業法 第一種鉄道事業; 都市高速鉄道 (都市計画法); MLIT 地下鉄事業者,metro,17,False,27.7,56.9,29.2,8.26,7.3,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 29 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,,"Japan Subway Association (JAMETRO) 公営地下鉄一覧 and MLIT 地下鉄事業者 list, held at 'August - revision/How each country defines the metro/JP/JP.txt'. This roster covers the conventional municipal and Tokyo Metro subway undertakings ONLY and does not extend to the AGT and monorail lines, which carry their own operator sources",,,
Sendai,2,東西線,Tozai Line,Sendai City Transportation Bureau (仙台市交通局),,steel-wheel linear-motor metro,鉄道事業法 第一種鉄道事業; 都市高速鉄道 (都市計画法); MLIT 地下鉄事業者,metro,13,False,24.4,53.0,27.6,7.37,8.1,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 28 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,,"Japan Subway Association (JAMETRO) 公営地下鉄一覧 and MLIT 地下鉄事業者 list, held at 'August - revision/How each country defines the metro/JP/JP.txt'. This roster covers the conventional municipal and Tokyo Metro subway undertakings ONLY and does not extend to the AGT and monorail lines, which carry their own operator sources",,,
Seoul,1,1호선 (서울교통공사 구간),"Line 1, Seoul Metro section 서울역–청량리",Seoul Metro (서울교통공사),,steel-wheel metro,도시철도 (도시철도법 제2조),metro,10,False,15.2,37.9,24.2,12.53,4.8,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 24 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,Korail-operated 경부선/경인선/경원선 sections beyond both ends are 일반철도 and excluded,"도시철도법 제2조 designation, with per-line station and length figures from the operator pages recorded in analysis/10_JP_KR_CALIBRATION.md",,,
Seoul,2,2호선 본선,Line 2 main loop,Seoul Metro (서울교통공사),,steel-wheel metro,도시철도 (도시철도법 제2조),metro,43,True,94.2,180.7,31.3,12.0,5.0,v1_value_kept_feed_incomplete,,True,pass,pass,urban,speed proxy 31 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,,"도시철도법 제2조 designation, with per-line station and length figures from the operator pages recorded in analysis/10_JP_KR_CALIBRATION.md",,,
Seoul,3,2호선 성수지선,Line 2 Seongsu branch,Seoul Metro (서울교통공사),,steel-wheel metro,도시철도 (도시철도법 제2조),metro,5,False,10.1,18.0,33.5,5.74,10.5,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 34 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,,"도시철도법 제2조 designation, with per-line station and length figures from the operator pages recorded in analysis/10_JP_KR_CALIBRATION.md",,,
Seoul,4,2호선 신정지선,Line 2 Sinjeong branch,Seoul Metro (서울교통공사),,steel-wheel metro,도시철도 (도시철도법 제2조),metro,5,False,10.6,22.0,29.0,5.58,10.8,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 29 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,,"도시철도법 제2조 designation, with per-line station and length figures from the operator pages recorded in analysis/10_JP_KR_CALIBRATION.md",,,
Seoul,5,3호선,"Line 3, Seoul Metro section 지축–오금",Seoul Metro (서울교통공사),,steel-wheel metro,도시철도 (도시철도법 제2조),metro,34,False,72.7,134.8,32.4,9.74,6.2,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 32 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,Korail 일산선 beyond 지축 excluded,"도시철도법 제2조 designation, with per-line station and length figures from the operator pages recorded in analysis/10_JP_KR_CALIBRATION.md",,,
Seoul,6,4호선,"Line 4, Seoul Metro section 당고개–남태령",Seoul Metro (서울교통공사),,steel-wheel metro,도시철도 (도시철도법 제2조),metro,26,False,59.4,110.7,32.2,12.05,5.0,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 32 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,Korail 과천선/안산선 beyond 남태령 excluded,"도시철도법 제2조 designation, with per-line station and length figures from the operator pages recorded in analysis/10_JP_KR_CALIBRATION.md",,,
Seoul,7,5호선 본선,Line 5 main,Seoul Metro (서울교통공사),,steel-wheel metro,도시철도 (도시철도법 제2조),metro,44,False,86.7,168.4,30.9,10.11,5.9,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 31 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,,"도시철도법 제2조 designation, with per-line station and length figures from the operator pages recorded in analysis/10_JP_KR_CALIBRATION.md",,,
Seoul,8,5호선 마천지선,Line 5 Macheon branch,Seoul Metro (서울교통공사),,steel-wheel metro,도시철도 (도시철도법 제2조),metro,8,False,13.0,27.0,29.0,5.45,11.0,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 29 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,,"도시철도법 제2조 designation, with per-line station and length figures from the operator pages recorded in analysis/10_JP_KR_CALIBRATION.md",,,
Seoul,9,6호선,Line 6,Seoul Metro (서울교통공사),,steel-wheel metro,도시철도 (도시철도법 제2조),metro,39,False,71.2,147.2,29.0,8.47,7.1,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 29 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,,"도시철도법 제2조 designation, with per-line station and length figures from the operator pages recorded in analysis/10_JP_KR_CALIBRATION.md",,,
Seoul,10,7호선,"Line 7, Seoul section 장암–온수",Seoul Metro (서울교통공사) / Incheon Transit Corporation (인천교통공사),,steel-wheel metro,도시철도 (도시철도법 제2조),metro,42,False,119.9,220.2,32.7,10.11,5.9,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 33 km/h at or below 60,,"include, truncated at 온수",,operator feed / hand-coded registry,exact,,"Line 7 truncated at 온수, the boundary of the Seoul designated system. The 까치울~석남 section belongs to the Incheon designated urban railway and is held once, in the Incheon network. City assignment, not an eligibility decision.","도시철도법 제2조 designation, with per-line station and length figures from the operator pages recorded in analysis/10_JP_KR_CALIBRATION.md",,,
Seoul,11,8호선,Line 8,Seoul Metro (서울교통공사),,steel-wheel metro,도시철도 (도시철도법 제2조),metro,18,False,34.8,65.3,32.0,7.42,8.1,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 32 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,,"도시철도법 제2조 designation, with per-line station and length figures from the operator pages recorded in analysis/10_JP_KR_CALIBRATION.md",,,
Seoul,12,9호선,Line 9,"Seoul Metro Line 9 Corp. (서울시메트로9호선, private concession) / Seoul Metro",,steel-wheel metro,도시철도 (도시철도법 제2조),metro,38,False,73.9,180.6,24.5,6.05,9.9,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 25 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,"privately operated yet 도시철도: the test is legal designation, not ownership","도시철도법 제2조 designation, with per-line station and length figures from the operator pages recorded in analysis/10_JP_KR_CALIBRATION.md",,,
Seoul,13,신림선,Sillim Line,"Namseoul Light Rail (남서울경전철, private BTO)",,rubber-tyred AGT / automated people mover,도시철도 (도시철도법 제2조),metro,11,False,13.5,31.0,26.2,9.53,6.3,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 26 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,"3-car rubber-tyred light metro, fully segregated","대한민국 정책브리핑 (korea.kr), 신림선 개통, https://www.korea.kr/news/policyNewsView.do?newsId=148901919 (K-AGT 고무차륜 AGT, DC 750 V third rail, driverless) [accessed 2026-09-10]",3 cars,158 to 237,
Seoul,14,우이신설선,Ui-Sinseol Line,"Ui-Sinseol LRT (우이신설경전철, private BTO)",,steel-wheel driverless light metro,도시철도 (도시철도법 제2조),metro,13,False,21.5,45.4,28.5,13.37,4.5,gtfs_weekday_trips,,True,pass,pass,urban,speed proxy 28 km/h at or below 60,,include,,operator feed / hand-coded registry,exact,,,"서울시 내 손안에 서울 (mediahub.seoul.go.kr), 우이신설선, https://mediahub.seoul.go.kr/archives/1065231 (철제차륜 경전철, 궤간 1,435 mm, DC 750 V, driverless; car width 2.65 m) [accessed 2026-09-10]",2 cars,174,
Shanghai,1,1号线,Line 1,"上海申通地铁集团有限公司 / Shanghai Shentong Metro Group Co., Ltd",memo 16 section 8 correction (brief of 2026-08-23),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,28,False,72.0,130.0,33.2,12.28,4.9,published_interval_band_section,0.0,True,pass,pass,urban,speed proxy 33 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,310100025685,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Shanghai,2,2号线,Line 2,"上海申通地铁集团有限公司 / Shanghai Shentong Metro Group Co., Ltd",memo 16 section 8 correction (brief of 2026-08-23),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,30,False,153.0,256.0,35.9,10.79,5.6,published_interval_band_section,0.0,True,pass,pass,urban,speed proxy 36 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,310100025693,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Shanghai,3,3号线,Line 3,"上海申通地铁集团有限公司 / Shanghai Shentong Metro Group Co., Ltd",memo 16 section 8 correction (brief of 2026-08-23),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,29,False,78.4,140.0,33.6,7.66,7.8,published_interval_band_section,0.0,True,pass,pass,urban,speed proxy 34 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,310100034534,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Shanghai,4,4号线,Line 4,"上海申通地铁集团有限公司 / Shanghai Shentong Metro Group Co., Ltd",memo 16 section 8 correction (brief of 2026-08-23),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,26,True,65.4,124.0,31.6,7.4,8.1,published_interval_band_section,0.0,True,pass,pass,urban,speed proxy 32 km/h at or below 60,,include,5,Amap topology match 2026-08-21,high,310100034536,"same line name as route(s) 5: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Shanghai,5,4号线,Line 4,"上海申通地铁集团有限公司 / Shanghai Shentong Metro Group Co., Ltd",memo 16 section 8 correction (brief of 2026-08-23),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,26,True,65.4,124.0,31.6,7.4,8.1,published_interval_band_section,0.0,True,pass,pass,urban,speed proxy 32 km/h at or below 60,,include,4,Amap topology match 2026-08-21,high,310100034536,"same line name as route(s) 4: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Shanghai,6,5号线,Line 5,"上海申通地铁集团有限公司 / Shanghai Shentong Metro Group Co., Ltd",memo 16 section 8 correction (brief of 2026-08-23),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,19,False,62.9,152.0,24.8,7.33,8.2,published_interval_band_section,0.0,True,pass,pass,urban,speed proxy 25 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,310100034538,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Shanghai,7,6号线,Line 6,"上海申通地铁集团有限公司 / Shanghai Shentong Metro Group Co., Ltd",memo 16 section 8 correction (brief of 2026-08-23),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,28,False,62.5,128.0,29.3,9.91,6.1,published_interval_band_section,0.0,True,pass,pass,urban,speed proxy 29 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,310100024540,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Shanghai,8,7号线,Line 7,"上海申通地铁集团有限公司 / Shanghai Shentong Metro Group Co., Ltd",memo 16 section 8 correction (brief of 2026-08-23),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,33,False,82.4,156.0,31.7,9.82,6.1,published_interval_band_section,0.0,True,pass,pass,urban,speed proxy 32 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,310100024542,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Shanghai,9,8号线,Line 8,"上海申通地铁集团有限公司 / Shanghai Shentong Metro Group Co., Ltd",memo 16 section 8 correction (brief of 2026-08-23),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,30,False,71.0,130.0,32.8,9.81,6.1,published_interval_band_section,0.0,True,pass,pass,urban,speed proxy 33 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,310100025709,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Shanghai,10,9号线,Line 9,"上海申通地铁集团有限公司 / Shanghai Shentong Metro Group Co., Ltd",memo 16 section 8 correction (brief of 2026-08-23),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,35,False,123.2,204.0,36.2,9.44,6.4,published_interval_band_section,0.0,True,pass,pass,urban,speed proxy 36 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,310100024546,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
